Anwendung,Raumwärme,Warmwasser,Prozesswärme,Klimakälte,Prozesskälte,Beleuchtung,IKT,Mechanische Antriebe,Total
2019-01-04 15:00:00,0.0,0.0,74605.0,0.0,0.0,190.0,0.0,22168.75,96963.75
2019-01-04 16:00:00,0.0,0.0,72831.75,0.0,0.0,179.75,0.0,21388.25,94401.75
2019-01-04 17:00:00,0.0,0.0,71235.75,0.0,0.0,173.0,0.0,20422.25,91829.5
2019-01-04 18:00:00,0.0,0.0,70265.25,0.0,0.0,165.0,0.0,20762.5,91196.75
2019-01-04 19:00:00,0.0,0.0,69937.0,0.0,0.0,165.0,0.0,21121.0,91223.25
2019-01-04 20:00:00,0.0,0.0,69803.0,0.0,0.0,165.0,0.0,21276.0,91246.0
2019-01-04 21:00:00,0.0,0.0,69278.5,0.0,0.0,165.0,0.0,20829.25,90266.25
2019-01-04 22:00:00,0.0,0.0,67853.75,0.0,0.0,155.0,0.0,20250.25,88263.0
2019-01-04 23:00:00,0.0,0.0,64808.5,0.0,0.0,138.25,0.0,18657.5,83605.0
2019-01-05 00:00:00,0.0,0.0,63523.0,0.0,0.0,165.0,0.0,18383.0,82071.0
2019-01-05 01:00:00,0.0,0.0,62203.5,0.0,0.0,159.0,0.0,18533.0,80895.0
2019-01-05 02:00:00,0.0,0.0,59052.75,0.0,0.0,144.5,0.0,17579.75,76781.25
2019-01-05 03:00:00,0.0,0.0,57607.5,0.0,0.0,138.0,0.0,17200.75,74940.25
2019-01-05 04:00:00,0.0,0.0,57134.5,0.0,0.0,132.0,0.0,16820.0,74091.25
2019-01-05 05:00:00,0.0,0.0,57258.75,0.0,0.0,134.0,0.0,17022.5,74415.5
2019-01-05 06:00:00,0.0,0.0,57531.0,0.0,0.0,140.0,0.0,17371.5,75038.75
2019-01-05 07:00:00,0.0,0.0,57735.5,0.0,0.0,140.0,0.0,17121.75,74997.75
2019-01-05 08:00:00,0.0,0.0,57873.5,0.0,0.0,140.0,0.0,17501.25,75515.75
2019-01-05 09:00:00,0.0,0.0,57997.5,0.0,0.0,140.0,0.0,17138.0,75276.25
2019-01-05 10:00:00,0.0,0.0,58072.0,0.0,0.0,140.0,0.0,17304.0,75516.5
2019-01-05 11:00:00,0.0,0.0,58065.75,0.0,0.0,140.0,0.0,17517.5,75725.75
2019-01-05 12:00:00,0.0,0.0,57971.0,0.0,0.0,140.0,0.0,17211.5,75323.0
2019-01-05 13:00:00,0.0,0.0,57721.25,0.0,0.0,140.0,0.0,17622.25,75483.75
2019-01-05 14:00:00,0.0,0.0,57221.5,0.0,0.0,134.0,0.0,17030.75,74386.5
2019-01-05 15:00:00,0.0,0.0,56527.75,0.0,0.0,132.0,0.0,17080.0,73742.0
2019-01-05 16:00:00,0.0,0.0,55943.5,0.0,0.0,132.0,0.0,16976.5,73049.75
2019-01-05 17:00:00,0.0,0.0,55648.5,0.0,0.0,132.0,0.0,16876.5,72652.75
2019-01-05 18:00:00,0.0,0.0,55543.0,0.0,0.0,132.0,0.0,16902.0,72572.75
2019-01-05 19:00:00,0.0,0.0,55476.75,0.0,0.0,124.0,0.0,15785.5,71388.5
2019-01-05 20:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16354.5,71949.5
2019-01-05 21:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16380.5,71975.5
2019-01-05 22:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16594.0,72189.0
2019-01-05 23:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16241.75,71836.75
2019-01-06 00:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16246.25,71841.25
2019-01-06 01:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,17032.5,72627.5
2019-01-06 02:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16327.75,71922.75
2019-01-06 03:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16748.5,72343.5
2019-01-06 04:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,17300.25,72895.25
2019-01-06 05:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16619.75,72214.75
2019-01-06 06:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16516.5,72111.5
2019-01-06 07:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16563.25,72158.25
2019-01-06 08:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16424.25,72019.25
2019-01-06 09:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16393.0,71988.0
2019-01-06 10:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16762.0,72357.0
2019-01-06 11:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16437.75,72032.75
2019-01-06 12:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16894.5,72489.5
2019-01-06 13:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16001.75,71596.75
2019-01-06 14:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16403.75,71998.75
2019-01-06 15:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16156.25,71751.25
2019-01-06 16:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16087.75,71682.75
2019-01-06 17:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16402.25,71997.25
2019-01-06 18:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16340.0,71935.0
2019-01-06 19:00:00,0.0,0.0,55471.0,0.0,0.0,124.0,0.0,16197.0,71792.0
2019-01-06 20:00:00,0.0,0.0,55609.0,0.0,0.0,130.0,0.0,16158.75,71902.0
2019-01-06 21:00:00,0.0,0.0,56430.75,0.0,0.0,132.0,0.0,16883.75,73446.75
2019-01-06 22:00:00,0.0,0.0,58674.75,0.0,0.0,142.25,0.0,17719.25,76538.5
2019-01-06 23:00:00,0.0,0.0,62540.0,0.0,0.0,161.0,0.0,18731.0,81430.0
2019-01-07 00:00:00,0.0,0.0,63547.0,0.0,0.0,132.0,0.0,18962.25,82642.25
2019-01-07 01:00:00,0.0,0.0,63834.25,0.0,0.0,134.0,0.0,19187.5,83156.25
2019-01-07 02:00:00,0.0,0.0,64051.0,0.0,0.0,136.0,0.0,19340.75,83529.75
2019-01-07 03:00:00,0.0,0.0,63565.75,0.0,0.0,132.0,0.0,19224.75,82922.75
2019-01-07 04:00:00,0.0,0.0,63912.75,0.0,0.0,134.0,0.0,18293.25,82340.25
2019-01-07 05:00:00,0.0,0.0,65865.5,0.0,0.0,144.5,0.0,19627.0,85639.25
2019-01-07 06:00:00,0.0,0.0,69301.25,0.0,0.0,163.0,0.0,20201.0,89665.0
2019-01-07 07:00:00,0.0,0.0,73009.0,0.0,0.0,181.75,0.0,21642.25,94830.75
2019-01-07 08:00:00,0.0,0.0,75560.75,0.0,0.0,194.0,0.0,22820.5,98578.0
2019-01-07 09:00:00,0.0,0.0,76442.75,0.0,0.0,198.0,0.0,22829.75,99472.75
2019-01-07 10:00:00,0.0,0.0,76446.5,0.0,0.0,198.0,0.0,22461.25,99108.25
2019-01-07 11:00:00,0.0,0.0,76570.5,0.0,0.0,198.0,0.0,22384.5,99155.25
2019-01-07 12:00:00,0.0,0.0,76795.5,0.0,0.0,198.0,0.0,22730.5,99728.0
2019-01-07 13:00:00,0.0,0.0,76719.0,0.0,0.0,198.0,0.0,22176.5,99094.25
2019-01-07 14:00:00,0.0,0.0,75998.75,0.0,0.0,198.0,0.0,22450.25,98645.0
2019-01-07 15:00:00,0.0,0.0,74605.0,0.0,0.0,190.0,0.0,21892.25,96687.25
2019-01-07 16:00:00,0.0,0.0,72831.75,0.0,0.0,179.75,0.0,21527.75,94541.25
2019-01-07 17:00:00,0.0,0.0,71235.75,0.0,0.0,173.0,0.0,20892.75,92300.0
2019-01-07 18:00:00,0.0,0.0,70265.25,0.0,0.0,165.0,0.0,20923.0,91357.25
2019-01-07 19:00:00,0.0,0.0,69937.0,0.0,0.0,165.0,0.0,20551.0,90653.25
2019-01-07 20:00:00,0.0,0.0,69803.0,0.0,0.0,165.0,0.0,20964.5,90934.5
2019-01-07 21:00:00,0.0,0.0,69278.5,0.0,0.0,165.0,0.0,20729.5,90166.5
2019-01-07 22:00:00,0.0,0.0,67853.75,0.0,0.0,155.0,0.0,19565.25,87578.0
2019-01-07 23:00:00,0.0,0.0,64808.5,0.0,0.0,138.25,0.0,19250.0,84197.5
2019-01-08 00:00:00,0.0,0.0,63547.0,0.0,0.0,132.0,0.0,19109.75,82789.75
2019-01-08 01:00:00,0.0,0.0,63834.25,0.0,0.0,134.0,0.0,19043.25,83012.0
2019-01-08 02:00:00,0.0,0.0,64051.0,0.0,0.0,136.0,0.0,19344.75,83533.75
2019-01-08 03:00:00,0.0,0.0,63565.75,0.0,0.0,132.0,0.0,18645.5,82343.5
2019-01-08 04:00:00,0.0,0.0,63912.75,0.0,0.0,134.0,0.0,18645.0,82692.0
2019-01-08 05:00:00,0.0,0.0,65865.5,0.0,0.0,144.5,0.0,19851.5,85863.75
2019-01-08 06:00:00,0.0,0.0,69301.25,0.0,0.0,163.0,0.0,20854.0,90318.0
2019-01-08 07:00:00,0.0,0.0,73009.0,0.0,0.0,181.75,0.0,21561.75,94750.25
2019-01-08 08:00:00,0.0,0.0,75560.75,0.0,0.0,194.0,0.0,22276.25,98033.75
2019-01-08 09:00:00,0.0,0.0,76442.75,0.0,0.0,198.0,0.0,22531.75,99174.75
2019-01-08 10:00:00,0.0,0.0,76446.5,0.0,0.0,198.0,0.0,22497.5,99144.5
2019-01-08 11:00:00,0.0,0.0,76570.5,0.0,0.0,198.0,0.0,22852.0,99622.75
2019-01-08 12:00:00,0.0,0.0,76795.5,0.0,0.0,198.0,0.0,22817.25,99814.75
2019-01-08 13:00:00,0.0,0.0,76719.0,0.0,0.0,198.0,0.0,22883.25,99801.0
2019-01-08 14:00:00,0.0,0.0,75998.75,0.0,0.0,198.0,0.0,22512.25,98707.0
2019-01-08 15:00:00,0.0,0.0,74605.0,0.0,0.0,190.0,0.0,22208.25,97003.25
2019-01-08 16:00:00,0.0,0.0,72831.75,0.0,0.0,179.75,0.0,21657.75,94671.25
2019-01-08 17:00:00,0.0,0.0,71235.75,0.0,0.0,173.0,0.0,21163.75,92571.0
2019-01-08 18:00:00,0.0,0.0,70265.25,0.0,0.0,165.0,0.0,21035.0,91469.25
2019-01-08 19:00:00,0.0,0.0,69937.0,0.0,0.0,165.0,0.0,20625.75,90728.0
2019-01-08 20:00:00,0.0,0.0,69803.0,0.0,0.0,165.0,0.0,21238.0,91208.0
2019-01-08 21:00:00,0.0,0.0,69278.5,0.0,0.0,165.0,0.0,20973.25,90410.25
2019-01-08 22:00:00,0.0,0.0,67853.75,0.0,0.0,155.0,0.0,20133.75,88146.5
2019-01-08 23:00:00,0.0,0.0,64808.5,0.0,0.0,138.25,0.0,18810.5,83758.0
2019-01-09 00:00:00,0.0,0.0,63547.0,0.0,0.0,132.0,0.0,18633.75,82313.75
2019-01-09 01:00:00,0.0,0.0,63834.25,0.0,0.0,134.0,0.0,19031.75,83000.5
2019-01-09 02:00:00,0.0,0.0,64051.0,0.0,0.0,136.0,0.0,19085.5,83274.5
2019-01-09 03:00:00,0.0,0.0,63565.75,0.0,0.0,132.0,0.0,18688.5,82386.5
2019-01-09 04:00:00,0.0,0.0,63912.75,0.0,0.0,134.0,0.0,18784.0,82831.0
2019-01-09 05:00:00,0.0,0.0,65865.5,0.0,0.0,144.5,0.0,19309.5,85321.75
2019-01-09 06:00:00,0.0,0.0,69301.25,0.0,0.0,163.0,0.0,20437.5,89901.5
2019-01-09 07:00:00,0.0,0.0,73009.0,0.0,0.0,181.75,0.0,21557.75,94746.25
2019-01-09 08:00:00,0.0,0.0,75560.75,0.0,0.0,194.0,0.0,22221.75,97979.25
2019-01-09 09:00:00,0.0,0.0,76442.75,0.0,0.0,198.0,0.0,21933.0,98576.0
2019-01-09 10:00:00,0.0,0.0,76446.5,0.0,0.0,198.0,0.0,22581.25,99228.25
2019-01-09 11:00:00,0.0,0.0,76570.5,0.0,0.0,198.0,0.0,22305.0,99075.75
2019-01-09 12:00:00,0.0,0.0,76795.5,0.0,0.0,198.0,0.0,23050.0,100047.5
2019-01-09 13:00:00,0.0,0.0,76719.0,0.0,0.0,198.0,0.0,22938.0,99855.75
2019-01-09 14:00:00,0.0,0.0,75998.75,0.0,0.0,198.0,0.0,22673.75,98868.5
2019-01-09 15:00:00,0.0,0.0,74605.0,0.0,0.0,190.0,0.0,22287.25,97082.25
2019-01-09 16:00:00,0.0,0.0,72831.75,0.0,0.0,179.75,0.0,21564.75,94578.25
2019-01-09 17:00:00,0.0,0.0,71235.75,0.0,0.0,173.0,0.0,21640.0,93047.25
2019-01-09 18:00:00,0.0,0.0,70265.25,0.0,0.0,165.0,0.0,20750.5,91184.75
2019-01-09 19:00:00,0.0,0.0,69937.0,0.0,0.0,165.0,0.0,20561.0,90663.25
2019-01-09 20:00:00,0.0,0.0,69803.0,0.0,0.0,165.0,0.0,20757.25,90727.25
2019-01-09 21:00:00,0.0,0.0,69278.5,0.0,0.0,165.0,0.0,20100.25,89537.25
2019-01-09 22:00:00,0.0,0.0,67853.75,0.0,0.0,155.0,0.0,20002.75,88015.5
2019-01-09 23:00:00,0.0,0.0,64808.5,0.0,0.0,138.25,0.0,18981.25,83928.75
2019-01-10 00:00:00,0.0,0.0,63547.0,0.0,0.0,132.0,0.0,18618.0,82298.0
2019-01-10 01:00:00,0.0,0.0,63834.25,0.0,0.0,134.0,0.0,18850.75,82819.5
2019-01-10 02:00:00,0.0,0.0,64051.0,0.0,0.0,136.0,0.0,19095.75,83284.75
2019-01-10 03:00:00,0.0,0.0,63565.75,0.0,0.0,132.0,0.0,18656.75,82354.75
2019-01-10 04:00:00,0.0,0.0,63912.75,0.0,0.0,134.0,0.0,18632.5,82679.5
2019-01-10 05:00:00,0.0,0.0,65865.5,0.0,0.0,144.5,0.0,20006.0,86018.25
2019-01-10 06:00:00,0.0,0.0,69301.25,0.0,0.0,163.0,0.0,20423.0,89887.0
2019-01-10 07:00:00,0.0,0.0,73009.0,0.0,0.0,181.75,0.0,21060.25,94248.75
2019-01-10 08:00:00,0.0,0.0,75560.75,0.0,0.0,194.0,0.0,22526.0,98283.5
2019-01-10 09:00:00,0.0,0.0,76442.75,0.0,0.0,198.0,0.0,23140.5,99783.5
2019-01-10 10:00:00,0.0,0.0,76446.5,0.0,0.0,198.0,0.0,22912.0,99559.0
2019-01-10 11:00:00,0.0,0.0,76570.5,0.0,0.0,198.0,0.0,23001.5,99772.25
2019-01-10 12:00:00,0.0,0.0,76795.5,0.0,0.0,198.0,0.0,22632.5,99630.0
2019-01-10 13:00:00,0.0,0.0,76719.0,0.0,0.0,198.0,0.0,22471.0,99388.75
2019-01-10 14:00:00,0.0,0.0,75998.75,0.0,0.0,198.0,0.0,22616.0,98810.75
2019-01-10 15:00:00,0.0,0.0,74605.0,0.0,0.0,190.0,0.0,21912.25,96707.25
2019-01-10 16:00:00,0.0,0.0,72831.75,0.0,0.0,179.75,0.0,21989.25,95002.75
2019-01-10 17:00:00,0.0,0.0,71235.75,0.0,0.0,173.0,0.0,20956.25,92363.5
2019-01-10 18:00:00,0.0,0.0,70265.25,0.0,0.0,165.0,0.0,21038.5,91472.75
2019-01-10 19:00:00,0.0,0.0,69937.0,0.0,0.0,165.0,0.0,20831.0,90933.25
2019-01-10 20:00:00,0.0,0.0,69803.0,0.0,0.0,165.0,0.0,21067.5,91037.5
2019-01-10 21:00:00,0.0,0.0,69278.5,0.0,0.0,165.0,0.0,20558.5,89995.5
2019-01-10 22:00:00,0.0,0.0,67853.75,0.0,0.0,155.0,0.0,20265.75,88278.5
2019-01-10 23:00:00,0.0,0.0,64808.5,0.0,0.0,138.25,0.0,19106.25,84053.75
2019-01-11 00:00:00,0.0,0.0,63547.0,0.0,0.0,132.0,0.0,19219.25,82899.25
2019-01-11 01:00:00,0.0,0.0,63834.25,0.0,0.0,134.0,0.0,18941.25,82910.0
2019-01-11 02:00:00,0.0,0.0,64051.0,0.0,0.0,136.0,0.0,18744.0,82933.0
2019-01-11 03:00:00,0.0,0.0,63565.75,0.0,0.0,132.0,0.0,19171.0,82869.0
2019-01-11 04:00:00,0.0,0.0,63912.75,0.0,0.0,134.0,0.0,19154.25,83201.25
2019-01-11 05:00:00,0.0,0.0,65865.5,0.0,0.0,144.5,0.0,20003.75,86016.0
2019-01-11 06:00:00,0.0,0.0,69301.25,0.0,0.0,163.0,0.0,21384.0,90848.0
2019-01-11 07:00:00,0.0,0.0,73009.0,0.0,0.0,181.75,0.0,21525.25,94713.75
2019-01-11 08:00:00,0.0,0.0,75560.75,0.0,0.0,194.0,0.0,22376.5,98134.0
2019-01-11 09:00:00,0.0,0.0,76442.75,0.0,0.0,198.0,0.0,23198.25,99841.25
2019-01-11 10:00:00,0.0,0.0,76446.5,0.0,0.0,198.0,0.0,22944.0,99591.0
2019-01-11 11:00:00,0.0,0.0,76570.5,0.0,0.0,198.0,0.0,23206.25,99977.0
2019-01-11 12:00:00,0.0,0.0,76795.5,0.0,0.0,198.0,0.0,22684.75,99682.25
2019-01-11 13:00:00,0.0,0.0,76719.0,0.0,0.0,198.0,0.0,23449.75,100367.5
2019-01-11 14:00:00,0.0,0.0,75998.75,0.0,0.0,198.0,0.0,22798.0,98992.75
2019-01-11 15:00:00,0.0,0.0,74605.0,0.0,0.0,190.0,0.0,22437.0,97232.0
2019-01-11 16:00:00,0.0,0.0,72831.75,0.0,0.0,179.75,0.0,21660.5,94674.0
2019-01-11 17:00:00,0.0,0.0,71235.75,0.0,0.0,173.0,0.0,21161.5,92568.75
2019-01-11 18:00:00,0.0,0.0,70265.25,0.0,0.0,165.0,0.0,21284.75,91719.0
2019-01-11 19:00:00,0.0,0.0,69937.0,0.0,0.0,165.0,0.0,20792.5,90894.75
2019-01-11 20:00:00,0.0,0.0,69803.0,0.0,0.0,165.0,0.0,20840.5,90810.5
2019-01-11 21:00:00,0.0,0.0,69278.5,0.0,0.0,165.0,0.0,20431.5,89868.5
2019-01-11 22:00:00,0.0,0.0,67853.75,0.0,0.0,155.0,0.0,20309.5,88322.25
2019-01-11 23:00:00,0.0,0.0,64808.5,0.0,0.0,138.25,0.0,19240.75,84188.25
2019-01-12 00:00:00,0.0,0.0,63523.0,0.0,0.0,165.0,0.0,18990.5,82678.5
2019-01-12 01:00:00,0.0,0.0,62203.5,0.0,0.0,159.0,0.0,18167.0,80529.0
